Segment,Territory,Customer Date,Net ARR,Composite Fleet Size,Number of ELD Devices
CMRL,South Central,4/30/2018,15768,30,31
CMRL,Atlanta,11/8/2017,10080,23,30
CMRL,Northeast,8/30/2017,16380,27,44
CMRL,Northwest,4/17/2019,3120,20,11
CMRL,Chicago East,2/18/2020,9636,23,21
CMRL,Dallas,12/14/2017,7560,28,29
CMRL,Northeast,8/17/2017,8160,30,38
CMRL,Southeast,9/5/2018,18480,22,32
CMRL,Canada West,11/28/2017,17880,41,62
CMRL,Southeast,8/15/2019,7020,26,28
CMRL,Detroit,10/9/2020,11040,27,23
CMRL,Canada East,8/20/2018,12024,32,47
CMRL,North Central,7/27/2017,7392,37,35
CMRL,Chicago West,9/30/2017,6240,30,49
CMRL,Detroit,10/24/2017,8820,25,45
CMRL,Northeast,8/22/2017,8100,34,47
CMRL,Canada West,12/26/2017,1920,23,8
CMRL,Dallas,2/6/2018,11340,35,31
CMRL,Southeast,2/10/2020,22800,34,38
CMRL,Ontario,9/12/2017,3120,20,16
CMRL,South Central,9/28/2017,8760,48,51
CMRL,Chicago West,10/21/2020,6000,25,25
CMRL,Alberta,12/19/2019,24420,32,37
CMRL,Northwest,10/17/2017,5280,22,22
CMRL,Tampa,10/17/2017,1440,35,6
CMRL,South Central,10/27/2017,3840,20,16
CMRL,South Central,1/31/2018,8640,20,25
CMRL,South Central,10/25/2017,6960,30,30
CMRL,Southeast,12/6/2017,13200,22,37
CMRL,Northeast,11/21/2017,10092,20,46
CMRL,Southwest,11/27/2017,11160,29,33
CMRL,Los Angeles,1/12/2018,4320,20,18
CMRL,Chicago East,12/13/2017,9576,21,24
CMRL,Canada West,12/6/2017,13680,50,63
CMRL,Indianapolis,11/21/2017,10728,27,35
CMRL,Northwest,11/28/2017,8064,40,43
CMRL,Northeast,12/20/2017,7560,23,22
CMRL,Northwest,12/27/2017,8928,36,32
CMRL,South Central,12/26/2017,6240,26,55
CMRL,Chicago West,12/22/2017,13440,46,10
CMRL,Northwest,12/20/2017,6480,28,22
CMRL,Northwest,1/18/2018,8400,22,22
CMRL,Chicago East,1/4/2018,19740,26,56
CMRL,Chicago West,6/29/2020,13860,35,33
CMRL,Northwest,12/22/2017,24300,30,60
CMRL,Tampa,7/10/2020,5616,27,9
CMRL,Dallas,12/2/2019,13920,25,19
CMRL,South Central,3/8/2018,7980,21,19
CMRL,North Central,1/4/2019,2520,45,7
CMRL,Dallas,11/8/2019,8712,20,28
CMRL,Northwest,3/13/2018,11040,30,30
CMRL,Northwest,3/14/2018,960,21,4
CMRL,Alberta,11/12/2019,9600,33,15
CMRL,Chicago West,4/10/2018,6300,22,24
CMRL,Southwest,6/11/2018,7920,38,33
CMRL,Alberta,7/18/2018,360,40,31
CMRL,Northwest,7/31/2019,1440,22,5
CMRL,Detroit,8/27/2018,5520,20,23
CMRL,Northeast,9/14/2018,2808,29,26
CMRL,South Central,9/28/2018,6468,20,19
CMRL,South Central,6/1/2020,2100,34,5
CMRL,Northwest,12/6/2018,5280,34,23
CMRL,South Central,12/7/2018,10800,20,30
CMRL,Houston,12/19/2018,30000,40,0
CMRL,Alberta,6/19/2019,23652,23,27
CMRL,Northwest,12/19/2019,24000,39,41
CMRL,Southwest,3/28/2019,9840,38,41
CMRL,Southwest,4/2/2019,0,36,0
CMRL,Dallas,9/5/2019,4992,35,23
CMRL,Southeast,3/25/2019,17160,21,24
CMRL,South Central,10/4/2019,15120,23,36
CMRL,Southwest,9/9/2019,4800,30,8
CMRL,Southwest,11/20/2019,1920,20,8
CMRL,South Central,10/17/2019,13104,34,40
CMRL,North Central,8/21/2018,13860,37,36
CMRL,Chicago West,3/11/2019,14256,20,53
CMRL,Tampa,11/6/2017,5880,22,19
CMRL,Chicago East,12/12/2017,480,20,5
CMRL,South Central,11/27/2017,4680,25,14
CMRL,Northeast,1/12/2018,12840,20,30
CMRL,North Central,11/9/2017,14940,34,39
CMRL,Northeast,11/28/2017,6960,30,29
CMRL,Southwest,5/3/2018,5760,20,24
CMRL,Alberta,9/27/2016,6240,22,27
CMRL,Canada West,1/24/2019,2160,20,8
CMRL,Southwest,11/9/2017,4560,20,20
CMRL,Canada East,11/27/2017,7980,24,29
CMRL,South Central,10/6/2017,15480,36,43
CMRL,Southeast,2/23/2017,8640,25,26
CMRL,Northwest,3/10/2020,8400,20,20
CMRL,Southwest,9/20/2016,1680,20,4
CMRL,Northwest,11/27/2017,1920,20,6
CMRL,Southwest,11/18/2019,13860,23,36
CMRL,Northwest,7/17/2017,19320,45,49
CMRL,Southeast,11/29/2017,50712,43,53
CMRL,South Central,3/16/2017,13824,42,47
CMRL,South Central,3/6/2017,5568,35,29
CMRL,South Central,1/31/2018,28488,40,47
CMRL,Los Angeles,5/1/2017,7200,20,21
CMRL,South Central,5/2/2017,16668,20,37
CMRL,North Central,6/26/2017,23520,46,57
CMRL,Southwest,11/18/2019,10130,36,36
CMRL,Canada East,12/9/2019,36060,21,53
CMRL,Chicago East,12/16/2019,1440,40,6
CMRL,South Central,12/23/2019,2100,20,10
CMRL,North Central,4/27/2020,19440,37,36
CMRL,Detroit,9/3/2020,9312,25,10
CMRL,Southwest,3/5/2020,2100,24,5
CMRL,Newark,2/21/2020,10140,28,13
CMRL,Ontario,4/13/2020,13788,24,25
CMRL,Southwest,8/21/2020,20340,20,27
CMRL,North Central,5/5/2020,32400,25,27
CMRL,Atlanta,5/8/2020,9024,25,25
CMRL,South Central,5/27/2020,13788,38,25
CMRL,Southeast,8/28/2020,14400,30,30
CMRL,Southwest,9/14/2020,1680,20,4
CMRL,Northwest,7/30/2020,9600,22,20
CMRL,North Central,7/2/2020,4884,22,11
CMRL,Southeast,9/30/2020,13500,27,25
CMRL,Northwest,5/24/2017,15204,38,59
CMRL,Dallas,9/16/2019,7392,47,34
CMRL,North Central,11/27/2017,18480,40,52
CMRL,South Central,3/25/2016,18900,23,49
CMRL,Southeast,4/26/2019,20280,31,34
CMRL,South Central,10/17/2019,16524,27,30
CMRL,Chicago West,9/13/2017,6960,31,31
CMRL,Northeast,4/16/2018,2160,22,6
CMRL,Northwest,4/18/2018,8119,30,37
CMRL,Southeast,4/14/2020,8400,40,20
CMRL,Southwest,7/18/2018,15840,40,36
CMRL,Northwest,8/30/2017,11040,20,24
CMRL,South Central,11/27/2017,6300,21,0
CMRL,Northwest,9/5/2017,8076,23,34
CMRL,Northeast,6/30/2017,7440,40,33
CMRL,South Central,10/11/2018,31200,30,58
CMRL,Northwest,9/13/2017,9696,21,29
CMRL,Southeast,8/5/2017,7728,20,24
CMRL,Ontario,6/26/2017,17160,30,32
CMRL,Northeast,8/1/2017,13680,40,38
CMRL,South Central,7/17/2017,10416,26,32
CMRL,Northeast,10/20/2017,9420,22,20
CMRL,Northwest,8/8/2017,8280,21,21
CMRL,Minneapolis,10/17/2017,3840,20,16
CMRL,Southwest,8/18/2017,23640,21,21
CMRL,Northwest,9/12/2017,13200,20,24
CMRL,Southwest,2/25/2020,12000,45,23
CMRL,Chicago West,9/28/2017,7980,25,19
CMRL,Chicago East,6/11/2019,11892,26,33
CMRL,Southwest,10/19/2017,9600,30,40
CMRL,Chicago East,10/19/2017,1260,25,31
CMRL,Northwest,12/27/2018,19260,21,67
CMRL,Southeast,11/1/2017,18096,20,34
CMRL,Dallas,12/11/2017,3780,23,21
CMRL,Canada West,8/30/2019,2940,30,8
CMRL,Minneapolis,11/13/2017,10080,22,30
CMRL,Ontario,12/8/2017,8400,34,63
CMRL,Northwest,11/30/2017,6480,33,32
CMRL,Chicago West,12/7/2017,7980,22,23
CMRL,Southwest,12/6/2019,2832,31,13
CMRL,North Central,11/27/2017,6216,37,37
CMRL,Southwest,10/7/2020,8064,22,21
CMRL,Northwest,12/5/2017,11520,23,51
CMRL,Houston,5/1/2019,16200,30,24
CMRL,Los Angeles,11/20/2018,720,25,3
CMRL,Northwest,1/30/2018,8700,30,26
CMRL,Northwest,2/28/2018,18360,29,51
CMRL,Ontario,3/13/2018,0,36,30
CMRL,Southwest,3/5/2018,1680,50,7
CMRL,South Central,9/19/2018,4320,20,21
CMRL,Dallas,3/19/2018,10800,20,29
CMRL,Northeast,3/22/2018,16320,24,43
CMRL,Seattle,4/26/2019,14280,34,37
CMRL,Southwest,3/26/2018,10920,24,26
CMRL,Southwest,4/4/2018,12600,35,97
CMRL,Northwest,5/16/2018,8280,20,22
CMRL,South Central,5/30/2018,480,20,2
CMRL,Southeast,3/2/2020,9000,25,25
CMRL,Seattle,6/12/2018,22080,40,42
CMRL,Tampa,3/25/2020,8496,34,17
CMRL,Northeast,7/18/2018,14820,30,25
CMRL,Houston,9/13/2019,2388,26,9
CMRL,South Central,7/25/2018,13860,35,33
CMRL,North Central,3/9/2020,12000,24,20
CMRL,South Central,12/6/2019,8220,25,17
CMRL,Ontario,12/11/2018,1680,20,8
CMRL,Canada West,10/30/2020,24432,41,41
CMRL,Southeast,1/3/2019,22560,40,47
CMRL,Southwest,1/30/2019,22800,44,39
CMRL,North Central,11/29/2019,19620,35,39
CMRL,Northeast,11/2/2018,8688,32,23
CMRL,Newark,11/20/2018,14040,42,38
CMRL,Northwest,11/30/2018,18720,45,42
CMRL,Ontario,12/11/2018,5376,28,28
CMRL,South Central,2/26/2019,1920,20,8
CMRL,North Central,4/29/2019,22872,36,37
CMRL,Chicago East,5/29/2019,21564,50,39
CMRL,Newark,7/10/2019,4800,30,8
CMRL,Southwest,7/22/2019,6720,35,18
CMRL,Southeast,12/23/2019,6204,24,16
CMRL,South Central,3/4/2020,6240,26,26
CMRL,North Central,11/7/2019,6540,25,19
CMRL,Southeast,9/26/2019,13812,30,34
CMRL,Los Angeles,10/23/2019,1680,25,5
CMRL,Northwest,10/24/2019,6300,28,15
CMRL,Northeast,5/30/2019,2940,20,7
CMRL,Southeast,10/10/2017,15420,30,42
CMRL,Houston,3/10/2016,1920,30,21
CMRL,Northwest,12/22/2017,9240,22,22
CMRL,South Central,2/21/2019,13680,32,27
CMRL,North Central,12/26/2017,5616,35,26
CMRL,Northeast,7/23/2018,17220,28,37
CMRL,Chicago West,12/21/2017,7908,40,35
CMRL,Northeast,3/17/2017,6840,22,22
CMRL,Chicago West,11/27/2017,14400,31,39
CMRL,Los Angeles,12/13/2017,14760,42,10
CMRL,South Central,12/9/2019,18480,40,36
CMRL,North Central,1/26/2017,7920,20,22
CMRL,Northeast,11/27/2017,11196,31,41
CMRL,North Central,3/8/2018,23100,45,56
CMRL,Southeast,5/19/2017,6840,20,19
CMRL,Los Angeles,12/27/2018,0,30,0
CMRL,Southwest,3/4/2017,4704,30,14
CMRL,Northwest,10/24/2017,2520,40,7
CMRL,Ontario,5/25/2017,24180,45,44
CMRL,Houston,4/5/2017,12240,45,39
CMRL,Los Angeles,4/12/2017,3600,25,15
CMRL,Northeast,3/11/2019,24000,40,41
CMRL,North Central,4/20/2017,9720,30,27
CMRL,Detroit,5/22/2017,21360,20,56
CMRL,North Central,10/7/2020,3360,22,9
CMRL,Southeast,11/26/2019,14460,20,27
CMRL,Chicago East,12/19/2019,9600,25,16
CMRL,Los Angeles,12/19/2019,7200,35,32
CMRL,Chicago East,2/28/2020,6720,20,17
CMRL,Southwest,6/10/2020,5412,30,15
CMRL,Alberta,5/1/2020,1680,30,4
CMRL,North Central,7/17/2020,5460,31,15
CMRL,Chicago East,5/12/2020,5280,22,22
CMRL,Detroit,5/29/2020,18900,21,20
CMRL,Northwest,6/25/2020,22776,35,35
CMRL,South Central,8/26/2020,1260,25,3
CMRL,North Central,8/11/2020,1260,30,3
CMRL,Northeast,9/8/2020,19476,26,28
CMRL,Southeast,9/25/2020,15600,20,20
CMRL,South Central,6/30/2020,9240,20,22
CMRL,Canada West,10/7/2020,3876,20,19
CMRL,Southeast,7/9/2020,16800,25,33
CMRL,Dallas,10/19/2020,0,40,41
CMRL,North Central,7/29/2020,1152,45,5
CMRL,North Central,8/29/2020,6396,22,19
CMRL,Northwest,3/28/2018,2400,20,10
CMRL,Chicago East,7/11/2017,15120,45,42
CMRL,Los Angeles,7/25/2018,2160,40,9
CMRL,Northwest,11/27/2017,9600,20,28
CMRL,Northwest,11/6/2017,18312,30,61
CMRL,Southwest,9/11/2019,2760,33,6
CMRL,Minneapolis,5/7/2018,23580,35,56
CMRL,Tampa,5/16/2018,11820,30,34
CMRL,Southwest,6/4/2019,7860,43,18
CMRL,Southwest,1/15/2018,17820,29,33
CMRL,Northeast,9/28/2017,26304,41,46
CMRL,Southwest,8/22/2017,21120,21,35
CMRL,Southwest,9/28/2017,13200,20,22
CMRL,North Central,7/10/2020,20160,44,48
CMRL,Northeast,10/20/2017,9396,25,38
CMRL,Canada East,11/27/2017,10944,35,58
CMRL,Dallas,1/25/2018,7680,21,41
CMRL,South Central,1/9/2018,7560,45,21
CMRL,Northwest,2/19/2018,9744,30,25
CMRL,Northwest,12/8/2017,2100,22,5
CMRL,Chicago West,7/29/2020,27924,35,45
CMRL,Dallas,5/14/2018,16980,40,47
CMRL,Los Angeles,8/16/2019,720,20,3
CMRL,Los Angeles,12/30/2017,14340,37,39
CMRL,Northeast,3/26/2019,2100,31,44
CMRL,Los Angeles,1/25/2018,15276,24,27
CMRL,Los Angeles,2/28/2018,10080,21,24
CMRL,North Central,4/3/2018,1800,32,5
CMRL,Los Angeles,5/24/2018,7920,26,33
CMRL,South Central,11/4/2019,2520,35,6
CMRL,Northeast,6/28/2019,3672,20,12
CMRL,Houston,7/2/2018,15240,23,24
CMRL,Northwest,5/31/2019,11340,35,29
CMRL,Los Angeles,7/17/2018,8280,20,26
CMRL,Southwest,8/6/2018,0,25,3
CMRL,Southeast,8/29/2019,27720,35,66
CMRL,Detroit,1/23/2019,12600,30,0
CMRL,Southwest,1/3/2020,8400,20,20
CMRL,Alberta,12/23/2019,20100,25,26
CMRL,Southeast,2/25/2019,12600,21,21
CMRL,Ontario,2/21/2019,7920,20,22
CMRL,Northeast,3/15/2019,10944,30,30
CMRL,Chicago East,3/27/2019,960,20,4
CMRL,Southeast,4/19/2019,2400,25,5
CMRL,Southeast,10/9/2019,9000,20,14
CMRL,Canada West,5/20/2019,10344,20,20
CMRL,Northeast,9/5/2019,7512,23,20
CMRL,Dallas,8/30/2019,16428,30,23
CMRL,North Central,10/9/2019,16200,30,27
CMRL,Seattle,6/18/2020,9900,20,19
CMRL,Southeast,5/23/2017,12960,30,69
CMRL,Northeast,1/30/2017,10800,29,30
CMRL,Phoenix,11/2/2020,15048,22,24
CMRL,Newark,11/21/2017,20400,29,33
CMRL,Southeast,7/13/2018,14160,20,22
CMRL,Southwest,3/19/2018,9660,32,46
CMRL,North Central,6/8/2017,9720,45,20
CMRL,Southwest,3/1/2017,960,20,7
CMRL,Northwest,6/24/2020,16800,20,20
CMRL,South Central,9/15/2020,3780,23,9
CMRL,Northwest,1/10/2019,4320,25,19
CMRL,Southwest,11/18/2019,1908,24,5
CMRL,Ontario,2/19/2020,11340,27,27
CMRL,Northeast,12/26/2019,8820,22,22
CMRL,South Central,3/11/2020,19824,27,30
CMRL,Southwest,2/5/2020,20352,32,34
CMRL,Los Angeles,1/21/2020,34440,23,46
CMRL,Northwest,1/24/2020,4800,20,8
CMRL,Southwest,6/26/2020,12600,20,29
CMRL,Northeast,2/29/2020,13020,30,24
CMRL,Southwest,3/16/2020,8820,21,20
CMRL,Atlanta,6/17/2020,7800,25,26
CMRL,Southeast,4/21/2020,16320,21,23
CMRL,Northwest,7/2/2020,17640,40,43
CMRL,Ontario,5/19/2020,15048,25,26
CMRL,North Central,6/4/2020,4200,26,10
CMRL,Southeast,8/20/2020,15600,27,28
CMRL,Northeast,6/4/2020,6840,22,13
CMRL,Southwest,5/19/2020,24180,36,32
CMRL,Northwest,6/18/2020,1680,33,4
CMRL,Southwest,6/23/2020,24960,40,42
CMRL,Seattle,7/6/2020,1260,23,3
CMRL,South Central,9/2/2020,14280,24,27
CMRL,Southwest,9/30/2020,9024,41,25
CMRL,Southwest,9/25/2020,20820,25,30
CMRL,Northeast,9/18/2020,5472,20,12
CMRL,North Central,12/21/2017,5040,20,23
CMRL,Southwest,9/11/2020,15000,38,38
CMRL,North Central,11/5/2019,17844,35,37
CMRL,Canada West,1/24/2020,12552,25,22
CMRL,Northeast,10/24/2018,13860,31,34
CMRL,Southwest,1/30/2019,3600,23,15
CMRL,Dallas,10/8/2019,12600,21,38
CMRL,Ontario,8/22/2019,9156,24,24
CMRL,Northwest,10/19/2020,10920,20,19
CMRL,Southeast,9/10/2018,14784,35,32
CMRL,Dallas,6/23/2018,13380,40,37
CMRL,South Central,5/2/2018,14700,24,23
CMRL,Northeast,9/30/2019,27000,45,45
CMRL,Northwest,9/12/2017,7680,45,40
CMRL,North Central,3/25/2019,26400,38,44
CMRL,Chicago East,12/12/2017,28500,25,54
CMRL,Southwest,7/19/2017,17400,29,30
CMRL,Northwest,6/6/2019,10152,22,39
CMRL,Northeast,12/30/2019,23892,35,42
CMRL,Chicago East,8/25/2017,9240,34,22
CMRL,Southwest,11/6/2017,11760,40,50
CMRL,Alberta,9/24/2019,6744,20,19
CMRL,Northwest,11/2/2017,17640,45,51
CMRL,Southwest,4/30/2018,9660,47,34
CMRL,Southwest,12/7/2017,26160,25,53
CMRL,South Central,10/24/2017,5760,28,31
CMRL,Pittsburgh,11/21/2017,4800,20,20
CMRL,Northeast,11/9/2019,12120,33,31
CMRL,Northeast,11/12/2017,8880,40,20
CMRL,Chicago West,11/17/2017,9600,40,37
CMRL,Chicago East,10/22/2018,5952,20,0
CMRL,Canada West,12/14/2017,13320,45,44
CMRL,Chicago West,12/7/2017,21060,45,81
CMRL,Southeast,12/14/2017,7980,24,29
CMRL,Chicago West,12/14/2017,13500,22,3
CMRL,Newark,12/29/2017,12672,31,37
CMRL,Northeast,1/3/2018,12900,30,48
CMRL,Dallas,12/21/2017,13956,24,39
CMRL,Los Angeles,1/5/2018,0,25,4
CMRL,Southeast,1/26/2018,18360,25,27
CMRL,North Central,1/26/2018,1080,22,3
CMRL,Chicago West,2/9/2018,5652,30,37
CMRL,North Central,2/16/2018,14040,20,32
CMRL,South Central,3/23/2018,9000,30,15
CMRL,Southwest,8/30/2019,9960,22,23
CMRL,South Central,8/7/2018,12180,21,30
CMRL,Canada West,6/27/2018,7440,40,33
CMRL,Southwest,6/10/2019,14400,38,24
CMRL,Northeast,11/6/2018,12840,25,29
CMRL,Tampa,10/16/2018,14412,30,67
CMRL,Southwest,3/11/2019,11760,40,28
CMRL,South Central,4/2/2019,13200,22,29
CMRL,Southwest,8/10/2020,18000,30,0
CMRL,Houston,4/29/2020,20280,22,26
CMRL,Southwest,6/10/2020,13704,32,39
CMRL,Southwest,7/30/2020,6960,33,30
CMRL,Northeast,6/23/2020,12000,23,25
CMRL,South Central,9/4/2020,1200,24,5
CMRL,Detroit,6/29/2020,10080,23,22
CMRL,Northwest,7/15/2020,720,30,3
CMRL,Tampa,10/23/2020,33540,32,49
CMRL,Ontario,9/30/2020,13200,20,22
CMRL,Southwest,8/7/2020,7140,20,17
CMRL,North Central,1/4/2018,6300,26,18
CMRL,Southwest,5/22/2019,12540,22,26
CMRL,Chicago East,2/28/2018,4380,25,17
CMRL,Northwest,5/19/2016,13200,25,10
CMRL,Southeast,7/28/2017,22320,44,46
CMRL,Northwest,11/27/2017,18840,35,45
CMRL,Chicago East,1/15/2018,5520,45,25
CMRL,Chicago West,8/21/2020,10584,32,36
CMRL,South Central,11/22/2017,25920,44,51
CMRL,Chicago West,1/15/2020,3840,20,18
CMRL,Northwest,1/26/2018,2160,25,12
CMRL,North Central,6/18/2018,6732,40,20
CMRL,Alberta,10/4/2018,2880,20,15
CMRL,Southeast,9/11/2018,15000,30,25
CMRL,South Central,9/28/2017,9216,38,36
CMRL,Northwest,9/7/2017,16980,35,40
CMRL,South Central,7/13/2017,16920,35,42
CMRL,South Central,6/30/2017,8400,22,25
CMRL,Atlanta,7/3/2018,21180,36,42
CMRL,Alberta,6/2/2020,13440,35,28
CMRL,Seattle,8/1/2017,6312,30,29
CMRL,Southwest,2/12/2018,12960,28,42
CMRL,South Central,8/17/2017,0,26,32
CMRL,South Central,12/11/2019,2940,30,7
CMRL,Northwest,11/29/2018,5040,25,52
CMRL,North Central,10/3/2017,9660,45,22
CMRL,Northwest,6/30/2020,19500,25,31
CMRL,Chicago East,10/17/2017,14400,30,53
CMRL,Northwest,10/12/2017,2880,20,14
CMRL,Northwest,12/11/2017,7908,20,22
CMRL,Northwest,12/26/2017,9000,25,28
CMRL,Chicago East,12/22/2017,22260,32,52
CMRL,South Central,11/9/2017,3108,30,8
CMRL,Minneapolis,11/22/2017,10140,30,30
CMRL,Southeast,11/21/2017,17400,30,37
CMRL,Chicago East,11/2/2017,10800,30,40
CMRL,Northwest,1/15/2020,6720,20,16
CMRL,North Central,12/13/2017,7200,36,20
CMRL,North Central,11/8/2017,13440,40,40
CMRL,Southwest,2/1/2018,6192,30,37
CMRL,South Central,11/29/2017,22668,24,37
CMRL,Chicago West,11/1/2019,9600,20,24
CMRL,South Central,12/26/2017,13380,30,24
CMRL,Dallas,12/12/2017,11256,22,31
CMRL,Northeast,2/3/2018,1440,25,4
CMRL,Northeast,4/1/2019,0,23,35
CMRL,Northeast,6/12/2019,4080,40,20
CMRL,Ontario,7/2/2019,13200,37,33
CMRL,South Central,3/24/2020,13020,20,31
CMRL,South Central,1/4/2018,8004,32,24
CMRL,Southwest,7/31/2020,9720,30,49
CMRL,South Central,1/22/2018,16608,24,27
CMRL,Northwest,2/9/2018,720,25,3
CMRL,Chicago West,4/1/2019,25080,45,63
CMRL,Southeast,2/27/2018,8280,21,23
CMRL,Southeast,3/16/2018,5460,20,13
CMRL,South Central,4/6/2018,10860,25,27
CMRL,Atlanta,12/19/2018,10704,22,46
CMRL,Southeast,6/14/2018,21420,43,51
CMRL,Minneapolis,8/23/2018,720,20,3
CMRL,Alberta,2/27/2020,3840,20,17
CMRL,Detroit,8/13/2018,16344,20,35
CMRL,North Central,5/11/2020,5520,31,23
CMRL,Southeast,12/5/2018,16200,27,27
CMRL,Southwest,1/23/2019,2880,22,13
CMRL,Dallas,11/26/2018,9120,24,45
